title,company,link,description,location,date_added,job_type,salary,apply_text,status,date_posted
GenAI Solutions Engineer,ITECS,https://www.dice.com/job-detail/c2f69825-116c-4884-8d1d-2aed474e9b51,"Position 3. GenAI Solutions Engineer Location: Remote ( should be able to work on PST time zones). Prefers local to bay area. Rate: $100-110/hr C2C Description: Translating AI capabilities into business value requires a technically versatile engineer who can bridge the gap between complex AI models and practical applications. This implementation-oriented full-stack role combines software engineering expertise with specialized knowledge of how to efficiently leverage data sources, LLMs, and AI",No location provided,2025-05-16,Third Party,,Easy Apply,Applied,Today
Data Engineer/ Analyst,"DatamanUSA, LLC",https://www.dice.com/job-detail/dfc96b2b-e842-4a7f-a0e8-05f7ef2209ee,"DatamanUSA has an exciting opportunity for a Data Engineer/ Analyst to work with one of our direct clients in Sacramento, CA. Job Title: Data Engineer/ Analyst Duration: 12 Months (with possible extension) Location: Sacramento, CA 95811 Required Qualifications: Extensive experience in designing, developing, and maintaining complex data models in Snowflake. Extensive knowledge of Power BI, including data modeling, data warehousing concepts, ETL/ELT processes, report development, and performanc","Sacramento, California",2025-05-16,"Contract, Third Party",USD 55-60,Easy Apply,Applied,Today
"RPA Developer- UIpath, Automation, Agentic AI, Document understanding- Must be on our w2","Xylo Technologies, Inc.",https://www.dice.com/job-detail/703daa84-3e42-4c4a-8e3b-a3ebb000ff2c,"Title: Software Engineer ( Automation & Agentic AI) Duration: 5 Months Remote This request is for a Developer/Software Engineer in support of enterprise automation and Agentic AI at Mayo Clinic. The scope of services to be provided will be for the development and support of automations leverage UiPath capabilities, including Robotic Process Automation (RPA), Document Understanding and Agentic AI. The primary goal for the automations is to streamline processes, increase efficiency, and reduce o",Remote,2025-05-16,Contract,Depends on Experience,Easy Apply,Applied,Yesterday
Data Engineer,Envision Technology Solutions,https://www.dice.com/job-detail/f1261b07-3c47-4870-adee-2fd69e998bd7,"Job Title:- Data Engineer Location:- York City, New York Job Type:- Contract On-Site Job Description:- Required Skills: 1.Proficiency in data engineering programming languages (preferably Python, alternatively Scala or Java) 2. Proficiency in at least one cluster computing frameworks (preferably Spark, alternatively Flink or Storm) 3. Proficiency in at least one cloud data lake house platforms (preferably AWS data lake services or Databricks, alternatively Hadoop), at least one relational data","York, New York",2025-05-20 00:00:00,"Contract, Third Party",,Easy Apply,Applied,Yesterday
Data Scientist,SATCON Inc,https://www.dice.com/job-detail/563f3579-a90f-4c21-87d7-8df22e79d058,"Job Title: Data Scientist with R Programming Statistical Machine Learning Model Expert Location: New Jersey Duration: Long Term Job Description We are seeking a mid-level Data Science professional with at least 3 years of hands-on experience in R Programming, machine learning model development, and ETL processes, with proven expertise in Bitbucket and SQL. The ideal candidate will have a strong analytical mindset and the ability to develop and productionize models that drive real-world impact. R","Hybrid in Jersey City, New Jersey",2025-05-16,Contract,$30 - $40,Easy Apply,Applied,28d ago
Snowflake Data Engineer,"BM Associates, Inc.",https://www.dice.com/job-detail/5d714df6-bdbb-4f3f-955d-ff10efdc36b8,"Mandatory Qualifications: 1. Extensive experience in designing, developing, and maintaining complex data models in Snowflake. 2. Extensive knowledge of Power BI, including data modeling, data warehousing concepts, ETL/ELT processes, report development, and performance optimization. 3. Extensive experience in designing, developing, and maintaining complex relational data models, including working with Oracle databases and managing Data Definition Language (DDL) scripts. 4. Extensive experience in",Remote,2025-05-19 00:00:00,"Contract, Third Party",$60 - $70,Easy Apply,Applied,Today
AI/ML Architect,Fynbosys Inc,https://www.dice.com/job-detail/3317b3d9-e271-4cb0-8e8c-a1390a6767c2,Job Title: Solution Architect (Conversational AI)/ AI/ML Architect Client : United Airlines Hybrid: Chicago 2 days/week at Willis(relo ok) Exp: 14+yrs Background : Modernizing tech stack within Contact Center implementing GenAi into automations and workflows Qualification Call Notes Prefer if they have some Gen AI exposure and have done some previous implementation. Also having Python dev experience would be beneficial. Job Description Solution Architect Conversational AI / NLP Implementation:H,"Hybrid in Chicago, Illinois",2025-05-20 00:00:00,Contract,Depends on Experience,Easy Apply,Applied,Today
"MLOps/LLMOps Engineer (LLM, DevOps, Cloud SME)",EXCEL CONSULTANTS,https://www.dice.com/job-detail/996edc0c-7b84-484c-b7b8-830bcdb03575,"NOTE 1: Client does not work with visa candidates at this time.NOTE 2: Payment terms are NET35. MLOps/LLMOps Engineer (LLM, DevOps, Cloud SME) San Francisco, Bay Area, CA Duration: Six months may extend to 12 months Must be in the Greater Bay area or in California MLOps/LLMOps Engineer (LLM, DevOps, Cloud SME) Operationalizing Large Language Models requires specialized expertise beyond traditional MLOps practices. LLMs present unique operational challenges including significantly larger computat",Remote,2025-05-16,Contract,Depends on Experience,Easy Apply,Applied,3d ago
"Data Analysis with Python, Databricks and AI/ML Need local",Amaze Systems Inc,https://www.dice.com/job-detail/d462e626-2adc-4537-9a3b-419303d06a7e,"Job Title: Data Analysis with Python, Databricks and AI/ML Need local Location: Philadelphia, PA (onsite ) Experience & Domain Knowledge: 6+ years of experience in data analytics or a related field, with a substantial portion in the telecommunications industry preferably in the networking experienced in data analysis/data scientist roles. Data Analysis Skills: Exceptional analytical and problem-solving skills. Advanced proficiency in SQL for querying large databases and Python for data analysis","Philadelphia, Pennsylvania",2025-05-19 00:00:00,"Third Party, Contract",,Easy Apply,Applied,Today
AI/ML Subject Matter Expert (SME),Ryantech,https://www.dice.com/job-detail/93493129-d97b-4327-ad40-bdc486820af5,"Job Title: AI/ML Subject Matter Expert (SME)Location: APG, MD 21005Number of Positions: 2Experience Required: Minimum 15 Years Position Overview:We are looking for highly experienced and innovative AI/ML Subject Matter Experts (SMEs) to lead critical AI/ML initiatives in a secure, mission-critical environment. The ideal candidates will bring deep hands-on experience in model development, advanced research, and deployment, with a focus on working in controlled and secured ecosystems. Key Responsi","Aberdeen Proving Ground, Maryland",2025-05-21 00:00:00,Contract,$70 - $80,Easy Apply,Applied,Yesterday
"Data Scientist (Big Data Engineer) in Austin, TX (Remote) only local to Texas","Esolvit, Inc.",https://www.dice.com/job-detail/8ac7122c-797f-4e98-ae48-4cfd8f9a596b,"Job title: Data Scientist (Big Data Engineer) Location: Austin, TX (Remote- Local to Texas only) Duration: Long term Client: 5176125DS3 Scope/Description of Services The Worker(s) will provide the following services: Perform complex Data Scientist work. Analyze information in TWC s Enterprise Data Warehouse and design, develop, and test processes for the data warehouse. Develop and document processes to extract data from the data warehouse for accurate reporting. Conduct complex data analysis an",Remote,2025-05-16 00:00:00,Contract,$80 - $90,Easy Apply,Applied,9d ago
GenAI/LLM Engineer,Oscar Technology,https://www.dice.com/job-detail/6685fdaf-89e0-4307-89eb-69248b481c9e,"Responsibilities: Implement and optimize advanced fine-tuning approaches (LoRA, PEFT, QLoRA) to adapt foundation models Develop systematic prompt engineering methodologies specific to utility operations, regulatory compliance, and technical documentation Create reusable prompt templates and libraries to standardize interactions across multiple LLM applications and use cases Implement prompt testing frameworks to quantitatively evaluate and iteratively improve prompt effectiveness Establish promp",Remote,2025-05-16,Contract,,Easy Apply,Applied,Today
Python AI/ML Developer,Chabez Tech LLC,https://www.dice.com/job-detail/faf0b941-07cb-443c-9a34-77b7a927acd7,"Position: Python ML/AI Developer Location: Sunnyvale, CA Type: Contract Responsibilities: Design and develop RESTful and messaging-based software infrastructure and backend systems/APIs. Build low-latency, high-throughput server infrastructure capable of handling large volumes of transactions. Analyze requirements, implement solutions, perform unit testing, and contribute to testing tools. Present and defend architectural and design decisions to internal and external stakeholders. Collaborate c","Sunnyvale, California",2025-05-23 00:00:00,"Contract, Third Party",Depends on Experience,Easy Apply,Applied,Today
ML Data Scientist with ClearScape Analytics,NimbusAITech LLC,https://www.dice.com/job-detail/e49084d4-5b9e-4c57-be7a-8987a599e9c3,"Job Title: Teradata ML Data Scientist with ClearScape Analytics Location: Remote (Must reside in Scottsdale, AZ at the time of submission) Position Type: Contract-w2 Role Overview: We are seeking a skilled Teradata ML Data Scientist with expertise in ClearScape Analytics to support financial forecasting initiatives. In this role, you will develop and implement machine learning models on the Teradata ClearScape platform to generate precise, actionable forecasts that drive strategic decision-makin",Remote,2025-05-18 00:00:00,Contract,$50 - $60,Easy Apply,Applied,2d ago
Data AI/ML Developer,"NTT DATA Americas, Inc",https://www.dice.com/job-detail/55b6dbe0-892b-40bc-a60d-99984c70c5e2,"NTT Data's client is currently seeking a Data AI/ML Developer to join their team in Irving, Texas. Day to Day job Duties: Design machine learning systems Research and implement machine learning algorithms and tools Manage and direct research and development processes to meet the needs of our AI strategy Develop machine learning applications in alignment with project requirements and business goals Perform machine learning tests and statistical analysis to fine-tune the machine learning systems","Hybrid in Irving, Texas",2025-05-16,Contract,BASED ON EXPERIENCE,Easy Apply,Applied,Today
"Sr Data Scientist (Data quality, Anomaly detection, ML conceptual approaches)",DataFactZ,https://www.dice.com/job-detail/f4489beb-e054-4810-8ba3-e1b0fa8c2a43,"Job Role: Sr Data ScientistHire-Type: Contract to HireLocation: Charlotte, NC (Only On-Site) Job Description:Required Skills/Abilities and KnowledgeAbility to read, write, speak and understand EnglishOutstanding interpersonal, communication and stakeholder relationship skills able to work effectively with customers from developers and operations personnel through senior managementMust be self-motivated, results-driven, and able to work with minimum supervisionIntellectually curiousExperience usi","Charlotte, North Carolina",2025-05-16,Contract,Depends on Experience,Easy Apply,Applied,Today
